
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=8
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gcn
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: flickr
Kernel mode: auto
Creating GCN model...
Using MaxK-accelerated GCN model
Model parameters: 327,431 total, 327,431 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 8, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 7.3048 | Train Accuracy 0.0716 | Val Accuracy 0.0721 | Test Accuracy 0.0750 | Best val. Accuracy 0.0721 | Best test Accuracy 0.0750
Epoch 0044/1000| Loss 1.6284 | Train Accuracy 0.4517 | Val Accuracy 0.4511 | Test Accuracy 0.4516 | Best val. Accuracy 0.4511 | Best test Accuracy 0.4516
Epoch 0045/1000| Loss 1.6246 | Train Accuracy 0.4546 | Val Accuracy 0.4554 | Test Accuracy 0.4542 | Best val. Accuracy 0.4554 | Best test Accuracy 0.4542
Epoch 0046/1000| Loss 1.6238 | Train Accuracy 0.4564 | Val Accuracy 0.4576 | Test Accuracy 0.4560 | Best val. Accuracy 0.4576 | Best test Accuracy 0.4560
Epoch 0047/1000| Loss 1.6236 | Train Accuracy 0.4566 | Val Accuracy 0.4584 | Test Accuracy 0.4574 | Best val. Accuracy 0.4584 | Best test Accuracy 0.4574
Epoch 0048/1000| Loss 1.6226 | Train Accuracy 0.4574 | Val Accuracy 0.4590 | Test Accuracy 0.4578 | Best val. Accuracy 0.4590 | Best test Accuracy 0.4578
Epoch 0049/1000| Loss 1.6204 | Train Accuracy 0.4594 | Val Accuracy 0.4597 | Test Accuracy 0.4575 | Best val. Accuracy 0.4597 | Best test Accuracy 0.4575
Epoch 0050/1000| Loss 1.6162 | Train Accuracy 0.4598 | Val Accuracy 0.4602 | Test Accuracy 0.4595 | Best val. Accuracy 0.4602 | Best test Accuracy 0.4595
Epoch 0051/1000| Loss 1.6100 | Train Accuracy 0.4603 | Val Accuracy 0.4605 | Test Accuracy 0.4591 | Best val. Accuracy 0.4605 | Best test Accuracy 0.4591
Epoch 0052/1000| Loss 1.6032 | Train Accuracy 0.4596 | Val Accuracy 0.4606 | Test Accuracy 0.4580 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0053/1000| Loss 1.5971 | Train Accuracy 0.4585 | Val Accuracy 0.4590 | Test Accuracy 0.4565 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0054/1000| Loss 1.5920 | Train Accuracy 0.4582 | Val Accuracy 0.4580 | Test Accuracy 0.4569 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0055/1000| Loss 1.5870 | Train Accuracy 0.4592 | Val Accuracy 0.4590 | Test Accuracy 0.4585 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0056/1000| Loss 1.5820 | Train Accuracy 0.4591 | Val Accuracy 0.4588 | Test Accuracy 0.4583 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0057/1000| Loss 1.5776 | Train Accuracy 0.4580 | Val Accuracy 0.4574 | Test Accuracy 0.4570 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0058/1000| Loss 1.5749 | Train Accuracy 0.4567 | Val Accuracy 0.4577 | Test Accuracy 0.4541 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0059/1000| Loss 1.5741 | Train Accuracy 0.4541 | Val Accuracy 0.4557 | Test Accuracy 0.4531 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0060: Avg Forward 8.660ms, Avg Backward 3.072ms, Total per epoch 11.732ms
Epoch 0060/1000| Loss 1.5742 | Train Accuracy 0.4541 | Val Accuracy 0.4550 | Test Accuracy 0.4527 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0061/1000| Loss 1.5734 | Train Accuracy 0.4561 | Val Accuracy 0.4561 | Test Accuracy 0.4537 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0062/1000| Loss 1.5707 | Train Accuracy 0.4577 | Val Accuracy 0.4587 | Test Accuracy 0.4570 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0063/1000| Loss 1.5669 | Train Accuracy 0.4600 | Val Accuracy 0.4596 | Test Accuracy 0.4583 | Best val. Accuracy 0.4606 | Best test Accuracy 0.4580
Epoch 0064/1000| Loss 1.5632 | Train Accuracy 0.4623 | Val Accuracy 0.4619 | Test Accuracy 0.4611 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4611
Epoch 0065/1000| Loss 1.5603 | Train Accuracy 0.4644 | Val Accuracy 0.4636 | Test Accuracy 0.4633 | Best val. Accuracy 0.4636 | Best test Accuracy 0.4633
Epoch 0066/1000| Loss 1.5579 | Train Accuracy 0.4661 | Val Accuracy 0.4644 | Test Accuracy 0.4650 | Best val. Accuracy 0.4644 | Best test Accuracy 0.4650
Epoch 0067/1000| Loss 1.5558 | Train Accuracy 0.4681 | Val Accuracy 0.4666 | Test Accuracy 0.4662 | Best val. Accuracy 0.4666 | Best test Accuracy 0.4662
Epoch 0068/1000| Loss 1.5538 | Train Accuracy 0.4689 | Val Accuracy 0.4690 | Test Accuracy 0.4673 | Best val. Accuracy 0.4690 | Best test Accuracy 0.4673
Epoch 0069/1000| Loss 1.5523 | Train Accuracy 0.4703 | Val Accuracy 0.4713 | Test Accuracy 0.4684 | Best val. Accuracy 0.4713 | Best test Accuracy 0.4684
Epoch 0070/1000| Loss 1.5513 | Train Accuracy 0.4712 | Val Accuracy 0.4720 | Test Accuracy 0.4685 | Best val. Accuracy 0.4720 | Best test Accuracy 0.4685
Epoch 0071/1000| Loss 1.5503 | Train Accuracy 0.4714 | Val Accuracy 0.4724 | Test Accuracy 0.4687 | Best val. Accuracy 0.4724 | Best test Accuracy 0.4687
Epoch 0072/1000| Loss 1.5490 | Train Accuracy 0.4716 | Val Accuracy 0.4731 | Test Accuracy 0.4693 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0073/1000| Loss 1.5471 | Train Accuracy 0.4718 | Val Accuracy 0.4728 | Test Accuracy 0.4698 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0074/1000| Loss 1.5450 | Train Accuracy 0.4726 | Val Accuracy 0.4728 | Test Accuracy 0.4699 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0075/1000| Loss 1.5430 | Train Accuracy 0.4722 | Val Accuracy 0.4717 | Test Accuracy 0.4687 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0076/1000| Loss 1.5412 | Train Accuracy 0.4714 | Val Accuracy 0.4711 | Test Accuracy 0.4691 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0077/1000| Loss 1.5396 | Train Accuracy 0.4712 | Val Accuracy 0.4715 | Test Accuracy 0.4688 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0078/1000| Loss 1.5382 | Train Accuracy 0.4716 | Val Accuracy 0.4719 | Test Accuracy 0.4688 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0079/1000| Loss 1.5369 | Train Accuracy 0.4719 | Val Accuracy 0.4725 | Test Accuracy 0.4684 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0080: Avg Forward 8.648ms, Avg Backward 3.071ms, Total per epoch 11.718ms
Epoch 0080/1000| Loss 1.5358 | Train Accuracy 0.4724 | Val Accuracy 0.4728 | Test Accuracy 0.4695 | Best val. Accuracy 0.4731 | Best test Accuracy 0.4693
Epoch 0081/1000| Loss 1.5347 | Train Accuracy 0.4722 | Val Accuracy 0.4732 | Test Accuracy 0.4698 | Best val. Accuracy 0.4732 | Best test Accuracy 0.4698
Epoch 0082/1000| Loss 1.5336 | Train Accuracy 0.4727 | Val Accuracy 0.4732 | Test Accuracy 0.4703 | Best val. Accuracy 0.4732 | Best test Accuracy 0.4698
Epoch 0083/1000| Loss 1.5324 | Train Accuracy 0.4734 | Val Accuracy 0.4736 | Test Accuracy 0.4714 | Best val. Accuracy 0.4736 | Best test Accuracy 0.4714
Epoch 0084/1000| Loss 1.5311 | Train Accuracy 0.4743 | Val Accuracy 0.4740 | Test Accuracy 0.4718 | Best val. Accuracy 0.4740 | Best test Accuracy 0.4718
Epoch 0085/1000| Loss 1.5297 | Train Accuracy 0.4749 | Val Accuracy 0.4744 | Test Accuracy 0.4721 | Best val. Accuracy 0.4744 | Best test Accuracy 0.4721
Epoch 0086/1000| Loss 1.5284 | Train Accuracy 0.4754 | Val Accuracy 0.4757 | Test Accuracy 0.4716 | Best val. Accuracy 0.4757 | Best test Accuracy 0.4716
Epoch 0087/1000| Loss 1.5272 | Train Accuracy 0.4764 | Val Accuracy 0.4760 | Test Accuracy 0.4726 | Best val. Accuracy 0.4760 | Best test Accuracy 0.4726
Epoch 0088/1000| Loss 1.5262 | Train Accuracy 0.4765 | Val Accuracy 0.4770 | Test Accuracy 0.4735 | Best val. Accuracy 0.4770 | Best test Accuracy 0.4735
Epoch 0089/1000| Loss 1.5252 | Train Accuracy 0.4771 | Val Accuracy 0.4771 | Test Accuracy 0.4736 | Best val. Accuracy 0.4771 | Best test Accuracy 0.4736
Epoch 0090/1000| Loss 1.5242 | Train Accuracy 0.4775 | Val Accuracy 0.4777 | Test Accuracy 0.4733 | Best val. Accuracy 0.4777 | Best test Accuracy 0.4733
Epoch 0091/1000| Loss 1.5232 | Train Accuracy 0.4778 | Val Accuracy 0.4775 | Test Accuracy 0.4739 | Best val. Accuracy 0.4777 | Best test Accuracy 0.4733
Epoch 0092/1000| Loss 1.5222 | Train Accuracy 0.4781 | Val Accuracy 0.4772 | Test Accuracy 0.4746 | Best val. Accuracy 0.4777 | Best test Accuracy 0.4733
Epoch 0093/1000| Loss 1.5213 | Train Accuracy 0.4782 | Val Accuracy 0.4773 | Test Accuracy 0.4746 | Best val. Accuracy 0.4777 | Best test Accuracy 0.4733
Epoch 0094/1000| Loss 1.5203 | Train Accuracy 0.4785 | Val Accuracy 0.4774 | Test Accuracy 0.4750 | Best val. Accuracy 0.4777 | Best test Accuracy 0.4733
Epoch 0095/1000| Loss 1.5193 | Train Accuracy 0.4789 | Val Accuracy 0.4783 | Test Accuracy 0.4754 | Best val. Accuracy 0.4783 | Best test Accuracy 0.4754
Epoch 0096/1000| Loss 1.5183 | Train Accuracy 0.4789 | Val Accuracy 0.4785 | Test Accuracy 0.4757 | Best val. Accuracy 0.4785 | Best test Accuracy 0.4757
Epoch 0097/1000| Loss 1.5174 | Train Accuracy 0.4789 | Val Accuracy 0.4788 | Test Accuracy 0.4761 | Best val. Accuracy 0.4788 | Best test Accuracy 0.4761
Epoch 0098/1000| Loss 1.5166 | Train Accuracy 0.4789 | Val Accuracy 0.4789 | Test Accuracy 0.4765 | Best val. Accuracy 0.4789 | Best test Accuracy 0.4765
Epoch 0099/1000| Loss 1.5158 | Train Accuracy 0.4792 | Val Accuracy 0.4793 | Test Accuracy 0.4762 | Best val. Accuracy 0.4793 | Best test Accuracy 0.4762
Epoch 0100: Avg Forward 8.641ms, Avg Backward 3.071ms, Total per epoch 11.712ms
Epoch 0100/1000| Loss 1.5150 | Train Accuracy 0.4794 | Val Accuracy 0.4795 | Test Accuracy 0.4766 | Best val. Accuracy 0.4795 | Best test Accuracy 0.4766
Epoch 0101/1000| Loss 1.5143 | Train Accuracy 0.4800 | Val Accuracy 0.4796 | Test Accuracy 0.4772 | Best val. Accuracy 0.4796 | Best test Accuracy 0.4772
Epoch 0102/1000| Loss 1.5135 | Train Accuracy 0.4800 | Val Accuracy 0.4792 | Test Accuracy 0.4774 | Best val. Accuracy 0.4796 | Best test Accuracy 0.4772
Epoch 0103/1000| Loss 1.5128 | Train Accuracy 0.4800 | Val Accuracy 0.4793 | Test Accuracy 0.4773 | Best val. Accuracy 0.4796 | Best test Accuracy 0.4772
Epoch 0104/1000| Loss 1.5121 | Train Accuracy 0.4806 | Val Accuracy 0.4798 | Test Accuracy 0.4773 | Best val. Accuracy 0.4798 | Best test Accuracy 0.4773
Epoch 0105/1000| Loss 1.5114 | Train Accuracy 0.4810 | Val Accuracy 0.4806 | Test Accuracy 0.4775 | Best val. Accuracy 0.4806 | Best test Accuracy 0.4775
Epoch 0106/1000| Loss 1.5107 | Train Accuracy 0.4810 | Val Accuracy 0.4806 | Test Accuracy 0.4774 | Best val. Accuracy 0.4806 | Best test Accuracy 0.4775
Epoch 0107/1000| Loss 1.5101 | Train Accuracy 0.4811 | Val Accuracy 0.4810 | Test Accuracy 0.4777 | Best val. Accuracy 0.4810 | Best test Accuracy 0.4777
Epoch 0108/1000| Loss 1.5095 | Train Accuracy 0.4814 | Val Accuracy 0.4813 | Test Accuracy 0.4781 | Best val. Accuracy 0.4813 | Best test Accuracy 0.4781
Epoch 0109/1000| Loss 1.5090 | Train Accuracy 0.4817 | Val Accuracy 0.4814 | Test Accuracy 0.4787 | Best val. Accuracy 0.4814 | Best test Accuracy 0.4787
Epoch 0110/1000| Loss 1.5084 | Train Accuracy 0.4820 | Val Accuracy 0.4814 | Test Accuracy 0.4787 | Best val. Accuracy 0.4814 | Best test Accuracy 0.4787
Epoch 0111/1000| Loss 1.5078 | Train Accuracy 0.4819 | Val Accuracy 0.4815 | Test Accuracy 0.4786 | Best val. Accuracy 0.4815 | Best test Accuracy 0.4786
Epoch 0112/1000| Loss 1.5073 | Train Accuracy 0.4820 | Val Accuracy 0.4817 | Test Accuracy 0.4786 | Best val. Accuracy 0.4817 | Best test Accuracy 0.4786
Epoch 0113/1000| Loss 1.5067 | Train Accuracy 0.4821 | Val Accuracy 0.4817 | Test Accuracy 0.4789 | Best val. Accuracy 0.4817 | Best test Accuracy 0.4786
Epoch 0114/1000| Loss 1.5061 | Train Accuracy 0.4823 | Val Accuracy 0.4820 | Test Accuracy 0.4791 | Best val. Accuracy 0.4820 | Best test Accuracy 0.4791
Epoch 0115/1000| Loss 1.5056 | Train Accuracy 0.4823 | Val Accuracy 0.4823 | Test Accuracy 0.4795 | Best val. Accuracy 0.4823 | Best test Accuracy 0.4795
Epoch 0116/1000| Loss 1.5050 | Train Accuracy 0.4823 | Val Accuracy 0.4825 | Test Accuracy 0.4797 | Best val. Accuracy 0.4825 | Best test Accuracy 0.4797
Epoch 0117/1000| Loss 1.5045 | Train Accuracy 0.4826 | Val Accuracy 0.4824 | Test Accuracy 0.4798 | Best val. Accuracy 0.4825 | Best test Accuracy 0.4797
Epoch 0118/1000| Loss 1.5040 | Train Accuracy 0.4827 | Val Accuracy 0.4826 | Test Accuracy 0.4805 | Best val. Accuracy 0.4826 | Best test Accuracy 0.4805
Epoch 0119/1000| Loss 1.5035 | Train Accuracy 0.4830 | Val Accuracy 0.4826 | Test Accuracy 0.4806 | Best val. Accuracy 0.4826 | Best test Accuracy 0.4805
Epoch 0120: Avg Forward 8.637ms, Avg Backward 3.069ms, Total per epoch 11.706ms
Epoch 0120/1000| Loss 1.5030 | Train Accuracy 0.4832 | Val Accuracy 0.4826 | Test Accuracy 0.4806 | Best val. Accuracy 0.4826 | Best test Accuracy 0.4805
Epoch 0121/1000| Loss 1.5025 | Train Accuracy 0.4834 | Val Accuracy 0.4824 | Test Accuracy 0.4804 | Best val. Accuracy 0.4826 | Best test Accuracy 0.4805
Epoch 0122/1000| Loss 1.5020 | Train Accuracy 0.4836 | Val Accuracy 0.4825 | Test Accuracy 0.4803 | Best val. Accuracy 0.4826 | Best test Accuracy 0.4805
Epoch 0123/1000| Loss 1.5015 | Train Accuracy 0.4839 | Val Accuracy 0.4827 | Test Accuracy 0.4805 | Best val. Accuracy 0.4827 | Best test Accuracy 0.4805
Epoch 0124/1000| Loss 1.5011 | Train Accuracy 0.4843 | Val Accuracy 0.4830 | Test Accuracy 0.4807 | Best val. Accuracy 0.4830 | Best test Accuracy 0.4807
Epoch 0125/1000| Loss 1.5006 | Train Accuracy 0.4845 | Val Accuracy 0.4831 | Test Accuracy 0.4804 | Best val. Accuracy 0.4831 | Best test Accuracy 0.4804
Epoch 0126/1000| Loss 1.5002 | Train Accuracy 0.4845 | Val Accuracy 0.4831 | Test Accuracy 0.4803 | Best val. Accuracy 0.4831 | Best test Accuracy 0.4804
Epoch 0127/1000| Loss 1.4997 | Train Accuracy 0.4848 | Val Accuracy 0.4831 | Test Accuracy 0.4808 | Best val. Accuracy 0.4831 | Best test Accuracy 0.4804
Epoch 0128/1000| Loss 1.4993 | Train Accuracy 0.4850 | Val Accuracy 0.4831 | Test Accuracy 0.4810 | Best val. Accuracy 0.4831 | Best test Accuracy 0.4804
Epoch 0129/1000| Loss 1.4989 | Train Accuracy 0.4850 | Val Accuracy 0.4832 | Test Accuracy 0.4813 | Best val. Accuracy 0.4832 | Best test Accuracy 0.4813
Epoch 0130/1000| Loss 1.4984 | Train Accuracy 0.4851 | Val Accuracy 0.4833 | Test Accuracy 0.4812 | Best val. Accuracy 0.4833 | Best test Accuracy 0.4812
Epoch 0131/1000| Loss 1.4980 | Train Accuracy 0.4853 | Val Accuracy 0.4835 | Test Accuracy 0.4813 | Best val. Accuracy 0.4835 | Best test Accuracy 0.4813
Epoch 0132/1000| Loss 1.4976 | Train Accuracy 0.4854 | Val Accuracy 0.4834 | Test Accuracy 0.4814 | Best val. Accuracy 0.4835 | Best test Accuracy 0.4813
Epoch 0133/1000| Loss 1.4972 | Train Accuracy 0.4855 | Val Accuracy 0.4836 | Test Accuracy 0.4816 | Best val. Accuracy 0.4836 | Best test Accuracy 0.4816
