
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=16
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating SAGE model...
Using standard DGL SAGE model
Model parameters: 524,039 total, 524,039 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 16, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 4.9141 | Train Accuracy 0.4216 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0031/1000| Loss 1.6189 | Train Accuracy 0.4196 | Val Accuracy 0.4185 | Test Accuracy 0.4135 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0032/1000| Loss 1.6678 | Train Accuracy 0.1807 | Val Accuracy 0.1835 | Test Accuracy 0.1826 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0033/1000| Loss 1.6780 | Train Accuracy 0.4215 | Val Accuracy 0.4237 | Test Accuracy 0.4234 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0034/1000| Loss 1.5860 | Train Accuracy 0.4216 | Val Accuracy 0.4236 | Test Accuracy 0.4233 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0035/1000| Loss 1.5839 | Train Accuracy 0.4219 | Val Accuracy 0.4244 | Test Accuracy 0.4238 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0036/1000| Loss 1.5762 | Train Accuracy 0.4314 | Val Accuracy 0.4345 | Test Accuracy 0.4319 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0037/1000| Loss 1.5711 | Train Accuracy 0.4406 | Val Accuracy 0.4436 | Test Accuracy 0.4426 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0038/1000| Loss 1.5679 | Train Accuracy 0.4358 | Val Accuracy 0.4378 | Test Accuracy 0.4381 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0039/1000| Loss 1.5544 | Train Accuracy 0.4411 | Val Accuracy 0.4438 | Test Accuracy 0.4431 | Best val. Accuracy 0.4619 | Best test Accuracy 0.4649
Epoch 0040: Avg Forward 7.387ms, Avg Backward 3.876ms, Total per epoch 11.264ms
Epoch 0040/1000| Loss 1.5502 | Train Accuracy 0.4659 | Val Accuracy 0.4709 | Test Accuracy 0.4697 | Best val. Accuracy 0.4709 | Best test Accuracy 0.4697
Epoch 0041/1000| Loss 1.5692 | Train Accuracy 0.4546 | Val Accuracy 0.4570 | Test Accuracy 0.4573 | Best val. Accuracy 0.4709 | Best test Accuracy 0.4697
Epoch 0042/1000| Loss 1.5467 | Train Accuracy 0.4396 | Val Accuracy 0.4412 | Test Accuracy 0.4407 | Best val. Accuracy 0.4709 | Best test Accuracy 0.4697
Epoch 0043/1000| Loss 1.5585 | Train Accuracy 0.4662 | Val Accuracy 0.4695 | Test Accuracy 0.4677 | Best val. Accuracy 0.4709 | Best test Accuracy 0.4697
Epoch 0044/1000| Loss 1.5736 | Train Accuracy 0.4795 | Val Accuracy 0.4797 | Test Accuracy 0.4807 | Best val. Accuracy 0.4797 | Best test Accuracy 0.4807
Epoch 0045/1000| Loss 1.5400 | Train Accuracy 0.4312 | Val Accuracy 0.4343 | Test Accuracy 0.4331 | Best val. Accuracy 0.4797 | Best test Accuracy 0.4807
Epoch 0046/1000| Loss 1.5396 | Train Accuracy 0.4269 | Val Accuracy 0.4297 | Test Accuracy 0.4287 | Best val. Accuracy 0.4797 | Best test Accuracy 0.4807
Epoch 0047/1000| Loss 1.5490 | Train Accuracy 0.4527 | Val Accuracy 0.4551 | Test Accuracy 0.4559 | Best val. Accuracy 0.4797 | Best test Accuracy 0.4807
Epoch 0048/1000| Loss 1.5304 | Train Accuracy 0.4945 | Val Accuracy 0.4940 | Test Accuracy 0.4968 | Best val. Accuracy 0.4940 | Best test Accuracy 0.4968
Epoch 0049/1000| Loss 1.5367 | Train Accuracy 0.4953 | Val Accuracy 0.4944 | Test Accuracy 0.4969 | Best val. Accuracy 0.4944 | Best test Accuracy 0.4969
Epoch 0050/1000| Loss 1.5261 | Train Accuracy 0.4691 | Val Accuracy 0.4695 | Test Accuracy 0.4698 | Best val. Accuracy 0.4944 | Best test Accuracy 0.4969
Epoch 0051/1000| Loss 1.5145 | Train Accuracy 0.4546 | Val Accuracy 0.4572 | Test Accuracy 0.4563 | Best val. Accuracy 0.4944 | Best test Accuracy 0.4969
Epoch 0052/1000| Loss 1.5148 | Train Accuracy 0.4960 | Val Accuracy 0.4963 | Test Accuracy 0.4978 | Best val. Accuracy 0.4963 | Best test Accuracy 0.4978
Epoch 0053/1000| Loss 1.4959 | Train Accuracy 0.4848 | Val Accuracy 0.4833 | Test Accuracy 0.4851 | Best val. Accuracy 0.4963 | Best test Accuracy 0.4978
Epoch 0054/1000| Loss 1.5116 | Train Accuracy 0.4494 | Val Accuracy 0.4506 | Test Accuracy 0.4522 | Best val. Accuracy 0.4963 | Best test Accuracy 0.4978
Epoch 0055/1000| Loss 1.5850 | Train Accuracy 0.4977 | Val Accuracy 0.4987 | Test Accuracy 0.5000 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0056/1000| Loss 1.5612 | Train Accuracy 0.4516 | Val Accuracy 0.4517 | Test Accuracy 0.4504 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0057/1000| Loss 1.5669 | Train Accuracy 0.4280 | Val Accuracy 0.4311 | Test Accuracy 0.4306 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0058/1000| Loss 1.5483 | Train Accuracy 0.4276 | Val Accuracy 0.4298 | Test Accuracy 0.4302 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0059/1000| Loss 1.5448 | Train Accuracy 0.4376 | Val Accuracy 0.4397 | Test Accuracy 0.4411 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0060: Avg Forward 7.355ms, Avg Backward 3.872ms, Total per epoch 11.228ms
Epoch 0060/1000| Loss 1.5386 | Train Accuracy 0.4585 | Val Accuracy 0.4619 | Test Accuracy 0.4613 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0061/1000| Loss 1.5250 | Train Accuracy 0.4884 | Val Accuracy 0.4861 | Test Accuracy 0.4869 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0062/1000| Loss 1.5250 | Train Accuracy 0.4978 | Val Accuracy 0.4949 | Test Accuracy 0.4959 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0063/1000| Loss 1.5213 | Train Accuracy 0.4967 | Val Accuracy 0.4985 | Test Accuracy 0.4978 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0064/1000| Loss 1.5172 | Train Accuracy 0.4759 | Val Accuracy 0.4785 | Test Accuracy 0.4771 | Best val. Accuracy 0.4987 | Best test Accuracy 0.5000
Epoch 0065/1000| Loss 1.5211 | Train Accuracy 0.5010 | Val Accuracy 0.5007 | Test Accuracy 0.5015 | Best val. Accuracy 0.5007 | Best test Accuracy 0.5015
Epoch 0066/1000| Loss 1.5036 | Train Accuracy 0.4995 | Val Accuracy 0.5002 | Test Accuracy 0.5015 | Best val. Accuracy 0.5007 | Best test Accuracy 0.5015
Epoch 0067/1000| Loss 1.4990 | Train Accuracy 0.4802 | Val Accuracy 0.4823 | Test Accuracy 0.4816 | Best val. Accuracy 0.5007 | Best test Accuracy 0.5015
Epoch 0068/1000| Loss 1.5170 | Train Accuracy 0.4928 | Val Accuracy 0.4901 | Test Accuracy 0.4918 | Best val. Accuracy 0.5007 | Best test Accuracy 0.5015
Epoch 0069/1000| Loss 1.5012 | Train Accuracy 0.4903 | Val Accuracy 0.4927 | Test Accuracy 0.4928 | Best val. Accuracy 0.5007 | Best test Accuracy 0.5015
Epoch 0070/1000| Loss 1.4868 | Train Accuracy 0.4878 | Val Accuracy 0.4895 | Test Accuracy 0.4894 | Best val. Accuracy 0.5007 | Best test Accuracy 0.5015
Epoch 0071/1000| Loss 1.4916 | Train Accuracy 0.5038 | Val Accuracy 0.5038 | Test Accuracy 0.5028 | Best val. Accuracy 0.5038 | Best test Accuracy 0.5028
Epoch 0072/1000| Loss 1.4810 | Train Accuracy 0.5003 | Val Accuracy 0.4994 | Test Accuracy 0.5014 | Best val. Accuracy 0.5038 | Best test Accuracy 0.5028
Epoch 0073/1000| Loss 1.4823 | Train Accuracy 0.4800 | Val Accuracy 0.4804 | Test Accuracy 0.4812 | Best val. Accuracy 0.5038 | Best test Accuracy 0.5028
Epoch 0074/1000| Loss 1.4827 | Train Accuracy 0.4933 | Val Accuracy 0.4969 | Test Accuracy 0.4959 | Best val. Accuracy 0.5038 | Best test Accuracy 0.5028
Epoch 0075/1000| Loss 1.4651 | Train Accuracy 0.5009 | Val Accuracy 0.4994 | Test Accuracy 0.4993 | Best val. Accuracy 0.5038 | Best test Accuracy 0.5028
Epoch 0076/1000| Loss 1.4744 | Train Accuracy 0.5091 | Val Accuracy 0.5100 | Test Accuracy 0.5083 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0077/1000| Loss 1.4562 | Train Accuracy 0.4892 | Val Accuracy 0.4903 | Test Accuracy 0.4886 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0078/1000| Loss 1.4808 | Train Accuracy 0.5055 | Val Accuracy 0.5035 | Test Accuracy 0.5021 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0079/1000| Loss 1.4581 | Train Accuracy 0.5087 | Val Accuracy 0.5092 | Test Accuracy 0.5079 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0080: Avg Forward 7.356ms, Avg Backward 3.873ms, Total per epoch 11.229ms
Epoch 0080/1000| Loss 1.4529 | Train Accuracy 0.5036 | Val Accuracy 0.5056 | Test Accuracy 0.5040 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0081/1000| Loss 1.4508 | Train Accuracy 0.5122 | Val Accuracy 0.5066 | Test Accuracy 0.5080 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0082/1000| Loss 1.4554 | Train Accuracy 0.5068 | Val Accuracy 0.5081 | Test Accuracy 0.5073 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0083/1000| Loss 1.4440 | Train Accuracy 0.5067 | Val Accuracy 0.5061 | Test Accuracy 0.5067 | Best val. Accuracy 0.5100 | Best test Accuracy 0.5083
Epoch 0084/1000| Loss 1.4435 | Train Accuracy 0.5107 | Val Accuracy 0.5117 | Test Accuracy 0.5084 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0085/1000| Loss 1.4337 | Train Accuracy 0.5126 | Val Accuracy 0.5106 | Test Accuracy 0.5089 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0086/1000| Loss 1.4428 | Train Accuracy 0.4956 | Val Accuracy 0.4934 | Test Accuracy 0.4943 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0087/1000| Loss 1.4752 | Train Accuracy 0.4397 | Val Accuracy 0.4414 | Test Accuracy 0.4441 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0088/1000| Loss 1.5912 | Train Accuracy 0.4577 | Val Accuracy 0.4566 | Test Accuracy 0.4603 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0089/1000| Loss 1.5445 | Train Accuracy 0.4722 | Val Accuracy 0.4732 | Test Accuracy 0.4687 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0090/1000| Loss 1.5397 | Train Accuracy 0.3338 | Val Accuracy 0.3367 | Test Accuracy 0.3376 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0091/1000| Loss 1.8340 | Train Accuracy 0.4852 | Val Accuracy 0.4833 | Test Accuracy 0.4910 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0092/1000| Loss 1.5698 | Train Accuracy 0.4333 | Val Accuracy 0.4348 | Test Accuracy 0.4355 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0093/1000| Loss 1.6226 | Train Accuracy 0.4212 | Val Accuracy 0.4234 | Test Accuracy 0.4232 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0094/1000| Loss 2.0281 | Train Accuracy 0.2948 | Val Accuracy 0.2949 | Test Accuracy 0.2897 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0095/1000| Loss 2.0329 | Train Accuracy 0.4216 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0096/1000| Loss 5.4630 | Train Accuracy 0.4166 | Val Accuracy 0.4174 | Test Accuracy 0.4178 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0097/1000| Loss 1.8192 | Train Accuracy 0.4216 | Val Accuracy 0.4235 | Test Accuracy 0.4233 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0098/1000| Loss 2.3434 | Train Accuracy 0.4314 | Val Accuracy 0.4309 | Test Accuracy 0.4367 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0099/1000| Loss 1.8005 | Train Accuracy 0.4229 | Val Accuracy 0.4251 | Test Accuracy 0.4256 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0100: Avg Forward 7.377ms, Avg Backward 3.872ms, Total per epoch 11.249ms
Epoch 0100/1000| Loss 1.8035 | Train Accuracy 0.0979 | Val Accuracy 0.0973 | Test Accuracy 0.0945 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0101/1000| Loss 2.6566 | Train Accuracy 0.4205 | Val Accuracy 0.4231 | Test Accuracy 0.4228 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0102/1000| Loss 1.8900 | Train Accuracy 0.4211 | Val Accuracy 0.4232 | Test Accuracy 0.4230 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0103/1000| Loss 2.2066 | Train Accuracy 0.1451 | Val Accuracy 0.1468 | Test Accuracy 0.1417 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0104/1000| Loss 3.4084 | Train Accuracy 0.4101 | Val Accuracy 0.4108 | Test Accuracy 0.4102 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0105/1000| Loss 2.0800 | Train Accuracy 0.0581 | Val Accuracy 0.0555 | Test Accuracy 0.0556 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0106/1000| Loss 3.0489 | Train Accuracy 0.4216 | Val Accuracy 0.4238 | Test Accuracy 0.4234 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0107/1000| Loss 3.2127 | Train Accuracy 0.2657 | Val Accuracy 0.2660 | Test Accuracy 0.2632 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0108/1000| Loss 1.8705 | Train Accuracy 0.4202 | Val Accuracy 0.4221 | Test Accuracy 0.4225 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0109/1000| Loss 1.8307 | Train Accuracy 0.4175 | Val Accuracy 0.4203 | Test Accuracy 0.4206 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0110/1000| Loss 1.9107 | Train Accuracy 0.0687 | Val Accuracy 0.0679 | Test Accuracy 0.0695 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0111/1000| Loss 3.6138 | Train Accuracy 0.2674 | Val Accuracy 0.2673 | Test Accuracy 0.2636 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0112/1000| Loss 2.0836 | Train Accuracy 0.3453 | Val Accuracy 0.3390 | Test Accuracy 0.3435 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0113/1000| Loss 2.4535 | Train Accuracy 0.2128 | Val Accuracy 0.2126 | Test Accuracy 0.2140 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0114/1000| Loss 2.3882 | Train Accuracy 0.4216 | Val Accuracy 0.4241 | Test Accuracy 0.4237 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0115/1000| Loss 4.0007 | Train Accuracy 0.1790 | Val Accuracy 0.1812 | Test Accuracy 0.1792 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0116/1000| Loss 2.1356 | Train Accuracy 0.1939 | Val Accuracy 0.1906 | Test Accuracy 0.1876 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0117/1000| Loss 1.9307 | Train Accuracy 0.0997 | Val Accuracy 0.0982 | Test Accuracy 0.0957 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0118/1000| Loss 2.3945 | Train Accuracy 0.0864 | Val Accuracy 0.0838 | Test Accuracy 0.0891 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0119/1000| Loss 2.0203 | Train Accuracy 0.4215 | Val Accuracy 0.4236 | Test Accuracy 0.4235 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0120: Avg Forward 7.395ms, Avg Backward 3.872ms, Total per epoch 11.268ms
Epoch 0120/1000| Loss 2.0061 | Train Accuracy 0.1610 | Val Accuracy 0.1608 | Test Accuracy 0.1552 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0121/1000| Loss 1.9013 | Train Accuracy 0.2591 | Val Accuracy 0.2586 | Test Accuracy 0.2559 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0122/1000| Loss 1.7992 | Train Accuracy 0.4075 | Val Accuracy 0.4084 | Test Accuracy 0.4112 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0123/1000| Loss 1.7702 | Train Accuracy 0.4214 | Val Accuracy 0.4238 | Test Accuracy 0.4233 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0124/1000| Loss 1.7748 | Train Accuracy 0.2587 | Val Accuracy 0.2582 | Test Accuracy 0.2552 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0125/1000| Loss 1.7563 | Train Accuracy 0.3491 | Val Accuracy 0.3543 | Test Accuracy 0.3441 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0126/1000| Loss 1.7163 | Train Accuracy 0.4188 | Val Accuracy 0.4211 | Test Accuracy 0.4210 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0127/1000| Loss 1.7106 | Train Accuracy 0.4214 | Val Accuracy 0.4233 | Test Accuracy 0.4228 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0128/1000| Loss 1.6643 | Train Accuracy 0.3674 | Val Accuracy 0.3752 | Test Accuracy 0.3714 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0129/1000| Loss 1.6844 | Train Accuracy 0.2877 | Val Accuracy 0.2882 | Test Accuracy 0.2859 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0130/1000| Loss 1.6661 | Train Accuracy 0.4311 | Val Accuracy 0.4343 | Test Accuracy 0.4337 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0131/1000| Loss 1.6402 | Train Accuracy 0.4634 | Val Accuracy 0.4658 | Test Accuracy 0.4663 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0132/1000| Loss 1.6038 | Train Accuracy 0.4736 | Val Accuracy 0.4768 | Test Accuracy 0.4738 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0133/1000| Loss 1.6093 | Train Accuracy 0.4475 | Val Accuracy 0.4492 | Test Accuracy 0.4494 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
Epoch 0134/1000| Loss 1.6044 | Train Accuracy 0.4557 | Val Accuracy 0.4550 | Test Accuracy 0.4566 | Best val. Accuracy 0.5117 | Best test Accuracy 0.5084
