
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=32
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gin
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: flickr
Kernel mode: auto
Creating GIN model...
Using MaxK-accelerated GIN model
Model parameters: 327,434 total, 327,434 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 32, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 4.1593 | Train Accuracy 0.4216 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0038/1000| Loss 1.5108 | Train Accuracy 0.4755 | Val Accuracy 0.4718 | Test Accuracy 0.4761 | Best val. Accuracy 0.4832 | Best test Accuracy 0.4829
Epoch 0039/1000| Loss 1.4937 | Train Accuracy 0.4869 | Val Accuracy 0.4864 | Test Accuracy 0.4855 | Best val. Accuracy 0.4864 | Best test Accuracy 0.4855
Epoch 0040: Avg Forward 7.690ms, Avg Backward 3.390ms, Total per epoch 11.080ms
Epoch 0040/1000| Loss 1.4866 | Train Accuracy 0.4839 | Val Accuracy 0.4850 | Test Accuracy 0.4838 | Best val. Accuracy 0.4864 | Best test Accuracy 0.4855
Epoch 0041/1000| Loss 1.5023 | Train Accuracy 0.4894 | Val Accuracy 0.4871 | Test Accuracy 0.4860 | Best val. Accuracy 0.4871 | Best test Accuracy 0.4860
Epoch 0042/1000| Loss 1.4854 | Train Accuracy 0.4896 | Val Accuracy 0.4859 | Test Accuracy 0.4869 | Best val. Accuracy 0.4871 | Best test Accuracy 0.4860
Epoch 0043/1000| Loss 1.4924 | Train Accuracy 0.4865 | Val Accuracy 0.4877 | Test Accuracy 0.4864 | Best val. Accuracy 0.4877 | Best test Accuracy 0.4864
Epoch 0044/1000| Loss 1.4769 | Train Accuracy 0.4874 | Val Accuracy 0.4847 | Test Accuracy 0.4837 | Best val. Accuracy 0.4877 | Best test Accuracy 0.4864
Epoch 0045/1000| Loss 1.4845 | Train Accuracy 0.4863 | Val Accuracy 0.4808 | Test Accuracy 0.4830 | Best val. Accuracy 0.4877 | Best test Accuracy 0.4864
Epoch 0046/1000| Loss 1.4803 | Train Accuracy 0.4886 | Val Accuracy 0.4843 | Test Accuracy 0.4856 | Best val. Accuracy 0.4877 | Best test Accuracy 0.4864
Epoch 0047/1000| Loss 1.4724 | Train Accuracy 0.4902 | Val Accuracy 0.4903 | Test Accuracy 0.4887 | Best val. Accuracy 0.4903 | Best test Accuracy 0.4887
Epoch 0048/1000| Loss 1.4686 | Train Accuracy 0.4911 | Val Accuracy 0.4901 | Test Accuracy 0.4894 | Best val. Accuracy 0.4903 | Best test Accuracy 0.4887
Epoch 0049/1000| Loss 1.4610 | Train Accuracy 0.4905 | Val Accuracy 0.4857 | Test Accuracy 0.4875 | Best val. Accuracy 0.4903 | Best test Accuracy 0.4887
Epoch 0050/1000| Loss 1.4658 | Train Accuracy 0.4922 | Val Accuracy 0.4876 | Test Accuracy 0.4881 | Best val. Accuracy 0.4903 | Best test Accuracy 0.4887
Epoch 0051/1000| Loss 1.4573 | Train Accuracy 0.4916 | Val Accuracy 0.4933 | Test Accuracy 0.4899 | Best val. Accuracy 0.4933 | Best test Accuracy 0.4899
Epoch 0052/1000| Loss 1.4579 | Train Accuracy 0.4943 | Val Accuracy 0.4920 | Test Accuracy 0.4890 | Best val. Accuracy 0.4933 | Best test Accuracy 0.4899
Epoch 0053/1000| Loss 1.4551 | Train Accuracy 0.4953 | Val Accuracy 0.4883 | Test Accuracy 0.4879 | Best val. Accuracy 0.4933 | Best test Accuracy 0.4899
Epoch 0054/1000| Loss 1.4560 | Train Accuracy 0.4955 | Val Accuracy 0.4885 | Test Accuracy 0.4883 | Best val. Accuracy 0.4933 | Best test Accuracy 0.4899
Epoch 0055/1000| Loss 1.4553 | Train Accuracy 0.4940 | Val Accuracy 0.4896 | Test Accuracy 0.4904 | Best val. Accuracy 0.4933 | Best test Accuracy 0.4899
Epoch 0056/1000| Loss 1.4586 | Train Accuracy 0.4947 | Val Accuracy 0.4946 | Test Accuracy 0.4919 | Best val. Accuracy 0.4946 | Best test Accuracy 0.4919
Epoch 0057/1000| Loss 1.4472 | Train Accuracy 0.4967 | Val Accuracy 0.4885 | Test Accuracy 0.4899 | Best val. Accuracy 0.4946 | Best test Accuracy 0.4919
Epoch 0058/1000| Loss 1.4562 | Train Accuracy 0.4927 | Val Accuracy 0.4883 | Test Accuracy 0.4894 | Best val. Accuracy 0.4946 | Best test Accuracy 0.4919
Epoch 0059/1000| Loss 1.4564 | Train Accuracy 0.4965 | Val Accuracy 0.4949 | Test Accuracy 0.4932 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0060: Avg Forward 7.665ms, Avg Backward 3.389ms, Total per epoch 11.054ms
Epoch 0060/1000| Loss 1.4453 | Train Accuracy 0.4979 | Val Accuracy 0.4935 | Test Accuracy 0.4920 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0061/1000| Loss 1.4464 | Train Accuracy 0.4919 | Val Accuracy 0.4851 | Test Accuracy 0.4867 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0062/1000| Loss 1.4539 | Train Accuracy 0.4974 | Val Accuracy 0.4942 | Test Accuracy 0.4944 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0063/1000| Loss 1.4387 | Train Accuracy 0.4980 | Val Accuracy 0.4949 | Test Accuracy 0.4945 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0064/1000| Loss 1.4404 | Train Accuracy 0.4955 | Val Accuracy 0.4909 | Test Accuracy 0.4935 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0065/1000| Loss 1.4411 | Train Accuracy 0.4988 | Val Accuracy 0.4923 | Test Accuracy 0.4934 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0066/1000| Loss 1.4426 | Train Accuracy 0.4980 | Val Accuracy 0.4930 | Test Accuracy 0.4932 | Best val. Accuracy 0.4949 | Best test Accuracy 0.4932
Epoch 0067/1000| Loss 1.4368 | Train Accuracy 0.4956 | Val Accuracy 0.4953 | Test Accuracy 0.4894 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0068/1000| Loss 1.4434 | Train Accuracy 0.4940 | Val Accuracy 0.4871 | Test Accuracy 0.4882 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0069/1000| Loss 1.4364 | Train Accuracy 0.4979 | Val Accuracy 0.4909 | Test Accuracy 0.4909 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0070/1000| Loss 1.4549 | Train Accuracy 0.4945 | Val Accuracy 0.4874 | Test Accuracy 0.4873 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0071/1000| Loss 1.4682 | Train Accuracy 0.4971 | Val Accuracy 0.4947 | Test Accuracy 0.4909 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0072/1000| Loss 1.4387 | Train Accuracy 0.4949 | Val Accuracy 0.4870 | Test Accuracy 0.4879 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0073/1000| Loss 1.4545 | Train Accuracy 0.4977 | Val Accuracy 0.4923 | Test Accuracy 0.4919 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0074/1000| Loss 1.4699 | Train Accuracy 0.4947 | Val Accuracy 0.4888 | Test Accuracy 0.4891 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0075/1000| Loss 1.4461 | Train Accuracy 0.4954 | Val Accuracy 0.4925 | Test Accuracy 0.4868 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0076/1000| Loss 1.4647 | Train Accuracy 0.4960 | Val Accuracy 0.4876 | Test Accuracy 0.4890 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0077/1000| Loss 1.4440 | Train Accuracy 0.4798 | Val Accuracy 0.4760 | Test Accuracy 0.4755 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0078/1000| Loss 1.4674 | Train Accuracy 0.4787 | Val Accuracy 0.4767 | Test Accuracy 0.4722 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0079/1000| Loss 1.4862 | Train Accuracy 0.4881 | Val Accuracy 0.4798 | Test Accuracy 0.4821 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0080: Avg Forward 7.657ms, Avg Backward 3.390ms, Total per epoch 11.047ms
Epoch 0080/1000| Loss 1.4634 | Train Accuracy 0.4729 | Val Accuracy 0.4693 | Test Accuracy 0.4708 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0081/1000| Loss 1.4548 | Train Accuracy 0.4951 | Val Accuracy 0.4922 | Test Accuracy 0.4869 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0082/1000| Loss 1.4740 | Train Accuracy 0.4979 | Val Accuracy 0.4935 | Test Accuracy 0.4903 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0083/1000| Loss 1.4543 | Train Accuracy 0.4909 | Val Accuracy 0.4813 | Test Accuracy 0.4837 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0084/1000| Loss 1.4577 | Train Accuracy 0.4984 | Val Accuracy 0.4914 | Test Accuracy 0.4918 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0085/1000| Loss 1.4473 | Train Accuracy 0.4924 | Val Accuracy 0.4880 | Test Accuracy 0.4818 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0086/1000| Loss 1.4492 | Train Accuracy 0.4916 | Val Accuracy 0.4838 | Test Accuracy 0.4852 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0087/1000| Loss 1.4932 | Train Accuracy 0.5028 | Val Accuracy 0.4941 | Test Accuracy 0.4946 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0088/1000| Loss 1.4457 | Train Accuracy 0.4988 | Val Accuracy 0.4882 | Test Accuracy 0.4906 | Best val. Accuracy 0.4953 | Best test Accuracy 0.4894
Epoch 0089/1000| Loss 1.4556 | Train Accuracy 0.5026 | Val Accuracy 0.4968 | Test Accuracy 0.4959 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0090/1000| Loss 1.4362 | Train Accuracy 0.4964 | Val Accuracy 0.4955 | Test Accuracy 0.4891 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0091/1000| Loss 1.4566 | Train Accuracy 0.5015 | Val Accuracy 0.4943 | Test Accuracy 0.4932 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0092/1000| Loss 1.4432 | Train Accuracy 0.5038 | Val Accuracy 0.4945 | Test Accuracy 0.4951 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0093/1000| Loss 1.4346 | Train Accuracy 0.5018 | Val Accuracy 0.4953 | Test Accuracy 0.4923 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0094/1000| Loss 1.4378 | Train Accuracy 0.4916 | Val Accuracy 0.4848 | Test Accuracy 0.4847 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0095/1000| Loss 1.4343 | Train Accuracy 0.4987 | Val Accuracy 0.4899 | Test Accuracy 0.4908 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0096/1000| Loss 1.4297 | Train Accuracy 0.5004 | Val Accuracy 0.4922 | Test Accuracy 0.4923 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0097/1000| Loss 1.4304 | Train Accuracy 0.5014 | Val Accuracy 0.4934 | Test Accuracy 0.4922 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0098/1000| Loss 1.4250 | Train Accuracy 0.5018 | Val Accuracy 0.4950 | Test Accuracy 0.4913 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0099/1000| Loss 1.4312 | Train Accuracy 0.4966 | Val Accuracy 0.4854 | Test Accuracy 0.4880 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0100: Avg Forward 7.632ms, Avg Backward 3.389ms, Total per epoch 11.021ms
Epoch 0100/1000| Loss 1.4289 | Train Accuracy 0.4991 | Val Accuracy 0.4879 | Test Accuracy 0.4905 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0101/1000| Loss 1.4269 | Train Accuracy 0.5023 | Val Accuracy 0.4936 | Test Accuracy 0.4916 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0102/1000| Loss 1.4264 | Train Accuracy 0.5009 | Val Accuracy 0.4926 | Test Accuracy 0.4915 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0103/1000| Loss 1.4228 | Train Accuracy 0.4975 | Val Accuracy 0.4857 | Test Accuracy 0.4890 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0104/1000| Loss 1.4264 | Train Accuracy 0.5028 | Val Accuracy 0.4907 | Test Accuracy 0.4924 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0105/1000| Loss 1.4208 | Train Accuracy 0.5032 | Val Accuracy 0.4957 | Test Accuracy 0.4932 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0106/1000| Loss 1.4219 | Train Accuracy 0.5013 | Val Accuracy 0.4901 | Test Accuracy 0.4906 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0107/1000| Loss 1.4215 | Train Accuracy 0.5061 | Val Accuracy 0.4920 | Test Accuracy 0.4903 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0108/1000| Loss 1.4273 | Train Accuracy 0.5021 | Val Accuracy 0.4924 | Test Accuracy 0.4932 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0109/1000| Loss 1.4164 | Train Accuracy 0.5012 | Val Accuracy 0.4948 | Test Accuracy 0.4907 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0110/1000| Loss 1.4240 | Train Accuracy 0.4998 | Val Accuracy 0.4899 | Test Accuracy 0.4917 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0111/1000| Loss 1.4206 | Train Accuracy 0.5017 | Val Accuracy 0.4922 | Test Accuracy 0.4920 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0112/1000| Loss 1.4230 | Train Accuracy 0.5038 | Val Accuracy 0.4965 | Test Accuracy 0.4916 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0113/1000| Loss 1.4241 | Train Accuracy 0.5055 | Val Accuracy 0.4937 | Test Accuracy 0.4930 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0114/1000| Loss 1.4123 | Train Accuracy 0.5019 | Val Accuracy 0.4883 | Test Accuracy 0.4874 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0115/1000| Loss 1.4305 | Train Accuracy 0.5044 | Val Accuracy 0.4938 | Test Accuracy 0.4933 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0116/1000| Loss 1.4175 | Train Accuracy 0.5000 | Val Accuracy 0.4926 | Test Accuracy 0.4864 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0117/1000| Loss 1.4415 | Train Accuracy 0.4905 | Val Accuracy 0.4805 | Test Accuracy 0.4810 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0118/1000| Loss 1.4272 | Train Accuracy 0.4983 | Val Accuracy 0.4864 | Test Accuracy 0.4868 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0119/1000| Loss 1.4390 | Train Accuracy 0.5037 | Val Accuracy 0.4944 | Test Accuracy 0.4907 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0120: Avg Forward 7.615ms, Avg Backward 3.388ms, Total per epoch 11.002ms
Epoch 0120/1000| Loss 1.4270 | Train Accuracy 0.5034 | Val Accuracy 0.4923 | Test Accuracy 0.4891 | Best val. Accuracy 0.4968 | Best test Accuracy 0.4959
Epoch 0121/1000| Loss 1.4357 | Train Accuracy 0.5057 | Val Accuracy 0.4969 | Test Accuracy 0.4903 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0122/1000| Loss 1.4219 | Train Accuracy 0.4943 | Val Accuracy 0.4802 | Test Accuracy 0.4818 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0123/1000| Loss 1.4357 | Train Accuracy 0.5003 | Val Accuracy 0.4887 | Test Accuracy 0.4885 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0124/1000| Loss 1.4144 | Train Accuracy 0.5020 | Val Accuracy 0.4946 | Test Accuracy 0.4903 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0125/1000| Loss 1.4350 | Train Accuracy 0.4899 | Val Accuracy 0.4827 | Test Accuracy 0.4813 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0126/1000| Loss 1.4190 | Train Accuracy 0.5063 | Val Accuracy 0.4901 | Test Accuracy 0.4898 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0127/1000| Loss 1.4364 | Train Accuracy 0.4986 | Val Accuracy 0.4894 | Test Accuracy 0.4889 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0128/1000| Loss 1.4218 | Train Accuracy 0.5011 | Val Accuracy 0.4934 | Test Accuracy 0.4863 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0129/1000| Loss 1.4338 | Train Accuracy 0.4880 | Val Accuracy 0.4763 | Test Accuracy 0.4775 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0130/1000| Loss 1.4297 | Train Accuracy 0.4865 | Val Accuracy 0.4719 | Test Accuracy 0.4765 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0131/1000| Loss 1.4297 | Train Accuracy 0.5072 | Val Accuracy 0.4957 | Test Accuracy 0.4920 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0132/1000| Loss 1.4145 | Train Accuracy 0.5047 | Val Accuracy 0.4952 | Test Accuracy 0.4909 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
Epoch 0133/1000| Loss 1.4200 | Train Accuracy 0.4994 | Val Accuracy 0.4883 | Test Accuracy 0.4888 | Best val. Accuracy 0.4969 | Best test Accuracy 0.4903
